RECNO,REGION,FIELD,SQL_ORDER,SQL_NAME,SQL_SYNTAX,EASY_NAME,Edited,Comments
441,NEBOR,LGDS,42,I,LGFU='MW2' AND AGE>=30 AND AGE<=69,,,
442,NEBOR,LGDS,43,M,LGFU='PW1' AND AGE>=80 AND AGE<=129,,,
443,NEBOR,LGDS,44,M,LGFU='PR1' AND AGE>=80 AND AGE<=129,,,
444,NEBOR,LGDS,45,M,LGFU='PRW' AND AGE>=80 AND AGE<=129,,,
445,NEBOR,LGDS,46,M,LGFU='LC1' AND AGE>=80 AND AGE<=119,,,
446,NEBOR,LGDS,47,M,LGFU='SB1' AND AGE>=80 AND AGE<=119,,,
447,NEBOR,LGDS,48,M,LGFU='SP1' AND AGE>=80 AND AGE<=109,,,
448,NEBOR,LGDS,49,M,LGFU='PJ1' AND AGE>=70 AND AGE<=109,,,
449,NEBOR,LGDS,50,M,LGFU='PO1' AND AGE>=60 AND AGE<=89,,,
450,NEBOR,LGDS,51,M,LGFU='BW1' AND AGE>=70 AND AGE<=89,,,
451,NEBOR,LGDS,52,M,LGFU='LH1' AND AGE>=70 AND AGE<=99,,,
452,NEBOR,LGDS,53,M,LGFU='MW1' AND AGE>=70 AND AGE<=99,,,
453,NEBOR,LGDS,54,M,LGFU='PJ2' AND AGE>=70 AND AGE<=109,,,
454,NEBOR,LGDS,55,M,LGFU='SF1' AND AGE>=80 AND AGE<=109,,,
455,NEBOR,LGDS,56,M,LGFU='MW2' AND AGE>=70 AND AGE<=99,,,
456,NEBOR,LGDS,57,L,LGFU='PW1' AND AGE>129,,,
457,NEBOR,LGDS,58,L,LGFU='PR1' AND AGE>129,,,
458,NEBOR,LGDS,59,L,LGFU='PRW' AND AGE>129,,,
459,NEBOR,LGDS,60,L,LGFU='LC1' AND AGE>=120,,,
460,NEBOR,LGDS,61,L,LGFU='SB1' AND AGE>=120,,,
461,NEBOR,LGDS,62,L,LGFU='SP1' AND AGE>=110,,,
462,NEBOR,LGDS,63,L,LGFU='PJ1' AND AGE>=110,,,
463,NEBOR,LGDS,64,L,LGFU='PO1' AND AGE>89,,,
464,NEBOR,LGDS,65,L,LGFU='BW1' AND AGE>89,,,
465,NEBOR,LGDS,66,L,LGFU='LH1' AND AGE>99,,,
466,NEBOR,LGDS,67,L,LGFU='MW1' AND AGE>99,,,
467,NEBOR,LGDS,68,L,LGFU='PJ2' AND AGE>109,,,
468,NEBOR,LGDS,69,L,LGFU='SF1' AND AGE>109,,,
469,NEBOR,LGDS,70,L,LGFU='MW2' AND AGE>99,,,
470,NEBOR,LGDS,71,P,LGFU='BOG' AND AGE>=0 AND AGE<20,,,
471,NEBOR,LGDS,72,S,LGFU='BOG' AND AGE>=20 AND AGE<=39,,,
472,NEBOR,LGDS,73,I,LGFU='BOG' AND AGE>=40 AND AGE<=79,,,
473,NEBOR,LGDS,74,M,LGFU='BOG' AND AGE>=80 AND AGE<=119,,,
474,NEBOR,LGDS,75,L,LGFU='BOG' AND AGE>=120,,,
480,NEBOR,LGCLS,1,Bog,(LGFU='Bog'),,,
481,NEBOR,LGCLS,2,PSSap,((LGDS='P')  or  (LGDS='S')),,,
482,NEBOR,LGCLS,3,ImLPine,((LGFU='PJ1') or (LGFU='PR1')) and ((LGDS='I') or  (LGDS='M') or  (LGDS='L')),,,
483,NEBOR,LGCLS,4,ImmCon,((LGDS='I')  and  ((LGFU='SB1') or (LGFU='LC1') or (LGFU='SF1') or (LGFU='SP1') or (LGFU='PRW') or (LGFU='PJ2'))),,,
484,NEBOR,LGCLS,5,MLMix,(((LGFU='PRW') or (LGFU='PW1') or (LGFU='MW1') or (LGFU='MW2')) and ((LGDS='M') or (LGDS='L'))),,,
485,NEBOR,LGCLS,6,MLLwCon,(((LGFU='SB1') or (LGFU='LC1'))  and  ((LGDS='M') or (LGDS='L'))),,,
486,NEBOR,LGCLS,7,ImLHImMix,((LGDS='I')  and  (LGFU='LH1') or (LGFU='PO1') or (LGFU='BW1') or (LGFU='MW1') or (LGFU='MW2')),,,
487,NEBOR,LGCLS,8,ImLHImMix,(((LGDS='M') or (LGDS='L'))  and  ((LGFU='LH1') or (LGFU='PO1') or (LGFU='BW1'))),,,
488,NEBOR,LGCLS,9,MLCon,(((LGDS='M') or (LGDS='L'))  and  ((LGFU='SF1') or (LGFU='SP1') or (LGFU='PJ2'))),,,
490,NEBOR,PFT,1,PWR,"SFU IN ('PR1','PW1','PRW')",,Confirmed,
491,NEBOR,PFT,2,PJK,SFU='PJ1',,Confirmed,
492,NEBOR,PFT,3,MCU,"SFU IN ('SP1','SF1','PJ2')",,Confirmed,
493,NEBOR,PFT,4,MCL,"SFU IN ('SBOG','SB1','LC1')",,Confirmed,
494,NEBOR,PFT,5,MIX,"SFU IN ('MH1','MH2','MC1','MC2')",,Confirmed,
495,NEBOR,PFT,6,POP,SFU='PO1',,Confirmed,
496,NEBOR,PFT,7,BWT,SFU='BW1',,Confirmed,
497,NEBOR,PFT,8,TOL,"SFU IN ('LH1','TH1')",,Confirmed,
600,GLSL,ECOGRP,1,ConLow,EcoNum = 126 or Econum = 127 or Econum = 128 or Econum = 129 or Econum = 134 or Econum = 135 or Econum = 136 or Econum = 137 or Econum = 222 or Econum = 223 or Econum = 224,,,
601,GLSL,ECOGRP,2,HwdLow,EcoNum = 71 or Econum = 120 or Econum = 130 or Econum = 131 or Econum = 132 or Econum = 133,,,
602,GLSL,ECOGRP,3,UplCe,EcoNum = 13 or Econum = 36 or Econum = 51 or Econum = 66 or Econum = 84 or Econum = 100 or Econum = 115,,,
603,GLSL,ECOGRP,4,ShalES,EcoNum = 11 or Econum = 12 or Econum = 14 or Econum = 15 or Econum = 16 or Econum = 17 or Econum = 18 or Econum = 19 or Econum = 23 or Econum = 24 or Econum = 25 or Econum = 26 or Econum = 27 or Econum = 28,,,
604,GLSL,ECOGRP,5,NA,EcoNum>0,,,
610,GLSL,SFU,1,PR1,(PR>=70) AND (PW<30),,,
611,GLSL,SFU,2,PWUS4,(PW+PR>=50) AND (PW>PR) AND ((PW+PR)*STKG>=30) AND (QR+OB+OW<20),,,
612,GLSL,SFU,3,PWOR,(PW+PR+QR+OW+OB>=50) AND (PW>=QR+OB+OW) AND ((PW+PR+QR+OB+OW)*STKG >=30) AND (QR+OB+OW>=20),,,
613,GLSL,SFU,4,PWUSC,(PW+PR>=30) AND ((PW+PR)*STKG >=30),,,
614,GLSL,SFU,5,PWUSC,(PW>=HE) AND (PW>=SW) AND (PW>CE) AND (PW>=QR) AND ((PW+PR) >=30) AND ((PW+PR+SW+HE+QR+PJ+CE)*STKG >=30) AND ((AllCon)>=80),,,
615,GLSL,SFU,6,PWUSH,(PW>=PR) AND ((PW+PR)>=30) AND ((PW+PR)*STKG >=30),,,
616,GLSL,SFU,7,PWUSH,(PW>=PR) AND (PW>=HE) AND (PW>=SW) AND (PW>CE) AND (PW>=QR) AND (PW+PR>=30) AND ((PW+PR+SW+HE+QR+PJ+CE)*STKG>=30) AND (AllCon<80),,,
617,GLSL,SFU,8,PWST,(PW+PR>=30) AND (PW+PR>=HE) AND (PW+PR>=SW) AND (PW+PR>=SB) AND (PW+PR>=CE) AND (PW+PR>=QR),,,
618,GLSL,SFU,9,PJ1,(PJ>=70) AND (AllHwd<=20),,,
619,GLSL,SFU,10,PJ2,(((PJ+SB+PR>=70) OR ((PJ>=50) AND (AllCon>=70) AND (BF+SW+HE+PW+CE+LA<=20))) AND (PJ>=SB)),,,
620,GLSL,SFU,11,HE1,(HE>=40),,,
621,GLSL,SFU,12,CE1,(CE>=40) AND (CE>=SB+LA+BF) AND (AllHwd<30),,,
622,GLSL,SFU,13,SB1,(SB>=80) AND (MH+AW+BD+BE+CH+IW+QR+OW+OB+YB+PR=0) AND (PW+PJ<=10),,,
623,GLSL,SFU,14,LC1,(SB+CE+LA>=80) AND (MH+AW+BD+BE+CH+IW+QR+OW+OB+YB+PR+OH=0) AND (PW+PJ<=10),,,
624,GLSL,SFU,15,SP1,(SB+SW+BF+CE+LA+PW+PJ+PR+HE>=70) AND ((BF+CE+PW+LA+SW+HE<=20) OR (PJ>=30)),,,
625,GLSL,SFU,16,SF1,(SW+SB+PW+PR+PJ+BF+CE+LA+HE>=70),,,
626,GLSL,SFU,17,BY1,(YB>=40),,,
627,GLSL,SFU,18,OAK,(QR>=MH+BE) AND (QR>=30) AND (QR+MH+AW+AB+BE+BD+YB+PW+PR+SW+HE>=40),,,
628,GLSL,SFU,19,HDSL2,((BD+AW+CH+QR+OW+OB>=30) OR ((BE+QR+OW+OB>=30) OR (BE>=20))),,,
629,GLSL,SFU,20,HDSL1,(MH+AW+BD+BE+CH+IW+QR+YB+OW+OB+HE+EX>=50) AND (PO+PB+BW+BF<=30) AND (SC<=2),,,
630,GLSL,SFU,21,LWMW,(CE+AB+LA+SB>=30) AND ((AB>=20) OR (AB+MR+YB>=30)),,,
631,GLSL,SFU,22,HDUS,(MH+AW+BD+BE+CH+EX+IW+QR+YB+OW+OB+HE>=50),,,
632,GLSL,SFU,23,PO1,(PO+PB>=50) AND (AllHwd>=70),,,
633,GLSL,SFU,24,BW1,(PO+PB+BW>=50) AND (AllHwd>=70),,,
634,GLSL,SFU,25,MWUS,((SW+PW+PR+CE+MH+YB+AW+CH+BD+QR+OW+OB+IW+BE+HE)*STKG>=30),,,
635,GLSL,SFU,26,MWD,(PJ+PW+PR>=20),,,
636,GLSL,SFU,27,MWR,Stkg>=0,,,
640,GLSL,PFT,1,PWR,SFU='PR1' or SFU='PWUS4' or SFU='PWOR' or SFU='PWUSH' or SFU='PWST' or SFU='PWUSC',,,
641,GLSL,PFT,2,PJK,SFU='PJ1',,,
642,GLSL,PFT,3,MCU,SFU='PJ2' or SFU='HE1' or SFU='SP1' or SFU='SF1',,,
643,GLSL,PFT,4,MCL,SFU='SB1' or SFU='LC1' or SFU='CE1',,,
644,GLSL,PFT,5,MIX,SFU='LWMW' or SFU='MWUS' or SFU='MWR' or SFU='MWD',,,
645,GLSL,PFT,6,POP,SFU='PO1',,,
646,GLSL,PFT,7,BWT,SFU='BW1',,,
647,GLSL,PFT,8,TOL,SFU='BY1' or SFU='OAK' or SFU='HDSL2' or SFU='HDSL1' or SFU='HDUS',,,
650,GLSL,LGFU,1,PR,(PR>=70) AND (PW<30),,,
651,GLSL,LGFU,2,PWUS4,(PW+PR>=50) AND (PW>PR) AND ((PW+PR)*STKG>=30) AND (QR+OB+OW<20),,,
652,GLSL,LGFU,3,PWOR,(PW+PR+QR+OW+OB>=50) AND (PW>=QR+OB+OW) AND ((PW+PR+QR+OB+OW)*STKG >=30) AND (QR+OB+OW>=20),,,
653,GLSL,LGFU,4,PWUSC,(PW+PR>=30) AND ((PW+PR)*STKG >=30),,,
654,GLSL,LGFU,5,PWUSC,(PW>=HE) AND (PW>=SW) AND (PW>CE) AND (PW>=QR) AND ((PW+PR) >=30) AND ((PW+PR+SW+HE+QR+PJ+CE)*STKG >=30) AND ((AllCon)>=80),,,
655,GLSL,LGFU,6,PWUSH,(PW>=PR) AND ((PW+PR)>=30) AND ((PW+PR)*STKG >=30),,,
656,GLSL,LGFU,7,PWUSH,(PW>=PR) AND (PW>=HE) AND (PW>=SW) AND (PW>CE) AND (PW>=QR) AND (PW+PR>=30) AND ((PW+PR+SW+HE+QR+PJ+CE)*STKG>=30) AND (AllCon<80),,,
657,GLSL,LGFU,8,PWST,(PW+PR>=30) AND (PW+PR>=HE) AND (PW+PR>=SW) AND (PW+PR>=SB) AND (PW+PR>=CE) AND (PW+PR>=QR),,,
658,GLSL,LGFU,9,PJ1,(PJ>=70) AND (AllHwd<=20),,,
659,GLSL,LGFU,10,PJ2,(((PJ+SB+PR>=70) OR ((PJ>=50) AND (AllCon>=70) AND (BF+SW+HE+PW+CE+LA<=20))) AND (PJ>=SB)),,,
660,GLSL,LGFU,11,HE,(HE>=40),,,
661,GLSL,LGFU,12,CE,(CE>=40) AND (CE>=SB+LA+BF) AND (AllHwd<30),,,
662,GLSL,LGFU,13,SB,(SB>=80) AND (MH+AW+BD+BE+CH+IW+QR+OW+OB+YB+PR=0) AND (PW+PJ<=10),,,
663,GLSL,LGFU,14,LC,(SB+CE+LA>=80) AND (MH+AW+BD+BE+CH+IW+QR+OW+OB+YB+PR=0) AND (PW+PJ<=10),,,
664,GLSL,LGFU,15,SP1,(SB+SW+BF+CE+LA+PW+PJ+PR+HE>=70) AND ((BF+CE+PW+LA+SW+HE<=20) OR (PJ>=30)),,,
665,GLSL,LGFU,16,SF,(SW+SB+PW+PR+PJ+BF+CE+LA+HE>=70),,,
666,GLSL,LGFU,17,BY,(YB>=40),,,
667,GLSL,LGFU,18,OAK,(QR>=MH+BE) AND (QR>=30) AND (QR+MH+AW+AB+BE+BD+YB+PW+PR+SW+HE>=40),,,
668,GLSL,LGFU,19,HDSL2,((BD+AW+CH+QR+OW+OB>=30) OR ((BE+QR+OW+OB>=30) OR (BE>=20))),,,
669,GLSL,LGFU,20,HDSL1,(MH+AW+BD+BE+CH+IW+QR+YB+OW+OB+HE+EX>=50) AND (PO+PB+BW+BF<=30) AND (SC<=2),,,
670,GLSL,LGFU,21,LWMW,(CE+AB+LA+SB>=30) AND ((AB>=20) OR (AB+MR+YB>=30)),,,
671,GLSL,LGFU,22,HDUS,(MH+AW+BD+BE+CH+EX+IW+QR+YB+OW+OB+HE>=50),,,
672,GLSL,LGFU,23,PO,(PO+PB>=50) AND (AllHwd>=70),,,
673,GLSL,LGFU,24,BW,(PO+PB+BW>=50) AND (AllHwd>=70),,,
674,GLSL,LGFU,25,MWUS,((SW+PW+PR+CE+MH+YB+AW+CH+BD+QR+OW+OB+IW+BE+HE)*STKG>=30),,,
675,GLSL,LGFU,26,MWD,(PJ+PW+PR>=20),,,
676,GLSL,LGFU,27,MWR,Stkg>=0,,,
680,GLSL,LGDS,1,P,LGFU='PR' AND AGE>=0 AND AGE<=14,,,
681,GLSL,LGDS,2,S,LGFU='PR' AND AGE>=15 AND AGE<=39,,,
682,GLSL,LGDS,3,I,LGFU='PR' AND AGE>=40 AND AGE<=79,,,
683,GLSL,LGDS,4,M,LGFU='PR' AND AGE>=80 AND AGE<=139,,,
684,GLSL,LGDS,5,L,LGFU='PR' AND AGE>=140,,,
685,GLSL,LGDS,6,P,LGFU='PWUS4' AND AGE>=0 AND AGE<=14,,,
686,GLSL,LGDS,7,S,LGFU='PWUS4' AND AGE>=15 AND AGE<=34,,,
687,GLSL,LGDS,8,I,LGFU='PWUS4' AND AGE>=35 AND AGE<=74,,,
688,GLSL,LGDS,9,M,LGFU='PWUS4' AND AGE>=75 AND AGE<=119,,,
689,GLSL,LGDS,10,L,LGFU='PWUS4' AND AGE>=120,,,
690,GLSL,LGDS,11,P,LGFU='PWOR' AND AGE>=0 AND AGE<=14,,,
691,GLSL,LGDS,12,S,LGFU='PWOR' AND AGE>=15 AND AGE<=34,,,
692,GLSL,LGDS,13,I,LGFU='PWOR' AND AGE>=35 AND AGE<=74,,,
693,GLSL,LGDS,14,M,LGFU='PWOR' AND AGE>=75 AND AGE<=139,,,
694,GLSL,LGDS,15,L,LGFU='PWOR' AND AGE>=140,,,
695,GLSL,LGDS,16,P,LGFU='PWUSC' AND AGE>=0 AND AGE<=14,,,
696,GLSL,LGDS,17,S,LGFU='PWUSC' AND AGE>=15 AND AGE<=34,,,
697,GLSL,LGDS,18,I,LGFU='PWUSC' AND AGE>=35 AND AGE<=74,,,
698,GLSL,LGDS,19,M,LGFU='PWUSC' AND AGE>=75 AND AGE<=129,,,
699,GLSL,LGDS,20,L,LGFU='PWUSC' AND AGE>=130,,,
700,GLSL,LGDS,21,P,LGFU='PWUSH' AND AGE>=0 AND AGE<=14,,,
701,GLSL,LGDS,22,S,LGFU='PWUSH' AND AGE>=15 AND AGE<=34,,,
702,GLSL,LGDS,23,I,LGFU='PWUSH' AND AGE>=35 AND AGE<=74,,,
703,GLSL,LGDS,24,M,LGFU='PWUSH' AND AGE>=75 AND AGE<=119,,,
704,GLSL,LGDS,25,L,LGFU='PWUSH' AND AGE>=120,,,
705,GLSL,LGDS,26,P,LGFU='PWST' AND AGE>=0 AND AGE<=14,,,
706,GLSL,LGDS,27,S,LGFU='PWST' AND AGE>=15 AND AGE<=34,,,
707,GLSL,LGDS,28,I,LGFU='PWST' AND AGE>=35 AND AGE<=74,,,
708,GLSL,LGDS,29,M,LGFU='PWST' AND AGE>=75 AND AGE<=119,,,
709,GLSL,LGDS,30,L,LGFU='PWST' AND AGE>=120,,,
710,GLSL,LGDS,31,P,LGFU='PJ1' AND AGE>=0 AND AGE<=9,,,
711,GLSL,LGDS,32,S,LGFU='PJ1' AND AGE>=10 AND AGE<=24,,,
712,GLSL,LGDS,33,I,LGFU='PJ1' AND AGE>=25 AND AGE<=59,,,
713,GLSL,LGDS,34,M,LGFU='PJ1' AND AGE>=60 AND AGE<=99,,,
714,GLSL,LGDS,35,L,LGFU='PJ1' AND AGE>=100,,,
715,GLSL,LGDS,36,P,LGFU='PJ2' AND AGE>=0 AND AGE<=9,,,
716,GLSL,LGDS,37,S,LGFU='PJ2' AND AGE>=10 AND AGE<=24,,,
717,GLSL,LGDS,38,I,LGFU='PJ2' AND AGE>=25 AND AGE<=59,,,
718,GLSL,LGDS,39,M,LGFU='PJ2' AND AGE>=60 AND AGE<=99,,,
719,GLSL,LGDS,40,L,LGFU='PJ2' AND AGE>=100,,,
720,GLSL,LGDS,41,P,LGFU='SP1' AND AGE>=0 AND AGE<=9,,,
721,GLSL,LGDS,42,S,LGFU='SP1' AND AGE>=10 AND AGE<=24,,,
722,GLSL,LGDS,43,I,LGFU='SP1' AND AGE>=25 AND AGE<=64,,,
723,GLSL,LGDS,44,M,LGFU='SP1' AND AGE>=65 AND AGE<=109,,,
724,GLSL,LGDS,45,L,LGFU='SP1' AND AGE>=110,,,
725,GLSL,LGDS,46,P,LGFU='SF' AND AGE>=0 AND AGE<=14,,,
726,GLSL,LGDS,47,S,LGFU='SF' AND AGE>=15 AND AGE<=29,,,
727,GLSL,LGDS,48,I,LGFU='SF' AND AGE>=30 AND AGE<=69,,,
728,GLSL,LGDS,49,M,LGFU='SF' AND AGE>=70 AND AGE<=114,,,
729,GLSL,LGDS,50,L,LGFU='SF' AND AGE>=115,,,
730,GLSL,LGDS,51,P,LGFU='SB' AND AGE>=0 AND AGE<=9,,,
731,GLSL,LGDS,52,S,LGFU='SB' AND AGE>=10 AND AGE<=24,,,
732,GLSL,LGDS,53,I,LGFU='SB' AND AGE>=25 AND AGE<=64,,,
733,GLSL,LGDS,54,M,LGFU='SB' AND AGE>=65 AND AGE<=109,,,
734,GLSL,LGDS,55,L,LGFU='SB' AND AGE>=110,,,
735,GLSL,LGDS,56,P,LGFU='LC' AND AGE>=0 AND AGE<=14,,,
736,GLSL,LGDS,57,S,LGFU='LC' AND AGE>=15 AND AGE<=29,,,
737,GLSL,LGDS,58,I,LGFU='LC' AND AGE>=30 AND AGE<=69,,,
738,GLSL,LGDS,59,M,LGFU='LC' AND AGE>=70 AND AGE<=114,,,
739,GLSL,LGDS,60,L,LGFU='LC' AND AGE>=115,,,
740,GLSL,LGDS,61,P,LGFU='HE' AND AGE>=0 AND AGE<=14,,,
741,GLSL,LGDS,62,S,LGFU='HE' AND AGE>=15 AND AGE<=44,,,
742,GLSL,LGDS,63,I,LGFU='HE' AND AGE>=45 AND AGE<=84,,,
743,GLSL,LGDS,64,M,LGFU='HE' AND AGE>=85 AND AGE<=154,,,
744,GLSL,LGDS,65,L,LGFU='HE' AND AGE>=155,,,
745,GLSL,LGDS,66,P,LGFU='CE' AND AGE>=0 AND AGE<=14,,,
746,GLSL,LGDS,67,S,LGFU='CE' AND AGE>=15 AND AGE<=34,,,
747,GLSL,LGDS,68,I,LGFU='CE' AND AGE>=35 AND AGE<=74,,,
748,GLSL,LGDS,69,M,LGFU='CE' AND AGE>=75 AND AGE<=124,,,
749,GLSL,LGDS,70,L,LGFU='CE' AND AGE>=125,,,
750,GLSL,LGDS,71,P,LGFU='LWMW' AND AGE>=0 AND AGE<=14,,,
751,GLSL,LGDS,72,S,LGFU='LWMW' AND AGE>=15 AND AGE<=34,,,
752,GLSL,LGDS,73,I,LGFU='LWMW' AND AGE>=35 AND AGE<=74,,,
753,GLSL,LGDS,74,M,LGFU='LWMW' AND AGE>=75 AND AGE<=119,,,
754,GLSL,LGDS,75,L,LGFU='LWMW' AND AGE>=120,,,
755,GLSL,LGDS,76,P,LGFU='MWD' AND AGE>=0 AND AGE<=9,,,
756,GLSL,LGDS,77,S,LGFU='MWD' AND AGE>=10 AND AGE<=29,,,
757,GLSL,LGDS,78,I,LGFU='MWD' AND AGE>=30 AND AGE<=64,,,
758,GLSL,LGDS,79,M,LGFU='MWD' AND AGE>=65 AND AGE<=104,,,
759,GLSL,LGDS,80,L,LGFU='MWD' AND AGE>=105,,,
760,GLSL,LGDS,81,P,LGFU='MWR' AND AGE>=0 AND AGE<=9,,,
761,GLSL,LGDS,82,S,LGFU='MWR' AND AGE>=10 AND AGE<=29,,,
762,GLSL,LGDS,83,I,LGFU='MWR' AND AGE>=30 AND AGE<=64,,,
763,GLSL,LGDS,84,M,LGFU='MWR' AND AGE>=65 AND AGE<=104,,,
764,GLSL,LGDS,85,L,LGFU='MWR' AND AGE>=105,,,
765,GLSL,LGDS,86,P,LGFU='MWUS' AND AGE>=0 AND AGE<=14,,,
766,GLSL,LGDS,87,S,LGFU='MWUS' AND AGE>=15 AND AGE<=34,,,
767,GLSL,LGDS,88,I,LGFU='MWUS' AND AGE>=35 AND AGE<=74,,,
768,GLSL,LGDS,89,M,LGFU='MWUS' AND AGE>=75 AND AGE<=119,,,
769,GLSL,LGDS,90,L,LGFU='MWUS' AND AGE>=120,,,
770,GLSL,LGDS,91,P,LGFU='PO' AND AGE>=0 AND AGE<=9,,,
771,GLSL,LGDS,92,S,LGFU='PO' AND AGE>=10 AND AGE<=24,,,
772,GLSL,LGDS,93,I,LGFU='PO' AND AGE>=25 AND AGE<=64,,,
773,GLSL,LGDS,94,M,LGFU='PO' AND AGE>=65 AND AGE<=94,,,
774,GLSL,LGDS,95,L,LGFU='PO' AND AGE>=95,,,
775,GLSL,LGDS,96,P,LGFU='BW' AND AGE>=0 AND AGE<=9,,,
776,GLSL,LGDS,97,S,LGFU='BW' AND AGE>=10 AND AGE<=29,,,
777,GLSL,LGDS,98,I,LGFU='BW' AND AGE>=30 AND AGE<=64,,,
778,GLSL,LGDS,99,M,LGFU='BW' AND AGE>=65 AND AGE<=99,,,
779,GLSL,LGDS,100,L,LGFU='BW' AND AGE>=100,,,
780,GLSL,LGDS,101,P,LGFU='HDSL1' AND AGE>=0 AND AGE<=14,,,
781,GLSL,LGDS,102,S,LGFU='HDSL1' AND AGE>=15 AND AGE<=39,,,
782,GLSL,LGDS,103,I,LGFU='HDSL1' AND AGE>=40 AND AGE<=79,,,
783,GLSL,LGDS,104,M,LGFU='HDSL1' AND AGE>=80 AND AGE<=139,,,
784,GLSL,LGDS,105,L,LGFU='HDSL1' AND AGE>=140,,,
785,GLSL,LGDS,106,P,LGFU='HDSL2' AND AGE>=0 AND AGE<=14,,,
786,GLSL,LGDS,107,S,LGFU='HDSL2' AND AGE>=15 AND AGE<=34,,,
787,GLSL,LGDS,108,I,LGFU='HDSL2' AND AGE>=35 AND AGE<=74,,,
788,GLSL,LGDS,109,M,LGFU='HDSL2' AND AGE>=75 AND AGE<=139,,,
789,GLSL,LGDS,110,L,LGFU='HDSL2' AND AGE>=140,,,
790,GLSL,LGDS,111,P,LGFU='HDUS' AND AGE>=0 AND AGE<=14,,,
791,GLSL,LGDS,112,S,LGFU='HDUS' AND AGE>=15 AND AGE<=34,,,
792,GLSL,LGDS,113,I,LGFU='HDUS' AND AGE>=35 AND AGE<=74,,,
793,GLSL,LGDS,114,M,LGFU='HDUS' AND AGE>=75 AND AGE<=129,,,
794,GLSL,LGDS,115,L,LGFU='HDUS' AND AGE>=130,,,
795,GLSL,LGDS,116,P,LGFU='BY' AND AGE>=0 AND AGE<=14,,,
796,GLSL,LGDS,117,S,LGFU='BY' AND AGE>=15 AND AGE<=39,,,
797,GLSL,LGDS,118,I,LGFU='BY' AND AGE>=40 AND AGE<=79,,,
798,GLSL,LGDS,119,M,LGFU='BY' AND AGE>=80 AND AGE<=139,,,
799,GLSL,LGDS,120,L,LGFU='BY' AND AGE>=140,,,
800,GLSL,LGDS,121,P,LGFU='OAK' AND AGE>=0 AND AGE<=14,,,
801,GLSL,LGDS,122,S,LGFU='OAK' AND AGE>=15 AND AGE<=34,,,
802,GLSL,LGDS,123,I,LGFU='OAK' AND AGE>=35 AND AGE<=69,,,
803,GLSL,LGDS,124,M,LGFU='OAK' AND AGE>=70 AND AGE<=119,,,
804,GLSL,LGDS,125,L,LGFU='OAK' AND AGE>=120,,,
805,GLSL,LGDS,126,T,(((LGFU='BY') or (LGFU='HDUS') or(LGFU='HE') or (LGFU='LWMW') or (LGFU='OAK')or (LGFU='PWOR') or (LGFU='PWUS4') or (LGFU='PWUSC') or (LGFU='PWUSH')) AND (DEVSTAGE = 'SEEDCUT')),,,
810,GLSL,LGCLS,1,PSSap,(LGDS='P') or (LGDS='S'),,,
811,GLSL,LGCLS,2,Immat,(LGDS='I'),,,
812,GLSL,LGCLS,3,TolHwd,((LGFU='HDSL1')or(LGFU='HDSL2')or(LGFU='HDUS')or(LGFU='BY')or(LGFU='OAK')) and ((LGDS='M')or(LGDS='L') or (LGDS='T')),,,
813,GLSL,LGCLS,4,IntHwd,((LGFu='BW')or(LGFU='PO')) and ((LGDS='M') or (LGDS='L')or(LGDS='T')),,,
814,GLSL,LGCLS,5,PwMix,((LGFU='PWUS4') or (LGFU='PWOR') or (LGFU='PWUSH')or (LGFU='PWST')) and ((LGDS='M')or(LGDS='L') or (LGDS='T')),,,
815,GLSL,LGCLS,6,MixWd,((LGFU='HE') or (LGFU='LWMW') or (LGFU='MWD')or (LGFU='MWR') or (LGFU='MWUS')) and ((LGDS='M') or (LGDS='L') or (LGDS='T')),,,
816,GLSL,LGCLS,7,MixPine,((LGFU='PR') or (LGFU='PWUSC') or (LGFU='PJ1') or (LGFU='PJ2')) and ((LGDS='M') or (LGDS='L') or (LGDS='T')),,,
817,GLSL,LGCLS,8,SpBfCe,((LGFU='SP1') or (LGFU='SF') or (LGFU='SB') or (LGFU='CE') or (LGFU='LC')) and ((LGDS='M') or (LGDS='L') or (LGDS='T')),,,
